,user_id,comments,CPD,CB,EWC,Exec,FWE,SP,RE,Sup,SW,TEPE,VMG,OTH
511,189654-237474,"""Team-to-Team communication.  Appears quite silo'ed.  Interpersonal and professional conflict has arisen because of this…""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
512,189977-065434,"Promote the Vision for our work unit and how we align with Ministries.  We rarely speak about Vision and Goals.  We seem to be focused on the process which is understandable but as someone on the floor it would be wonderful to link in what our long term goals are with the job that we are currently doing. I have an idea of what the long term model, vision and goals are but they are only based on my personal assumptions and not on what has been communicated out there.  Mission and Vision statements would be nice to have and the understanding of what type of hiring model we are working towards would be awesome.  Thank you.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
513,190155-027738,It would be nice to see programs change and evolve based on need/metrics rather than just because.   I would love to have an idea pitched/sold to me rather than dictated. Currently we're told we're doing something and have to sell ourselves on the idea that it's going to add value to the program or project. Management and Exec should at least give us the positive points to fall back on and communicated to other Public Servants outside the program area.  Why does it feel like everyone is so busy all the time?,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
514,190802-040078,"""More communication from our ADM about changes that are happening and why - not a canned e-mail after the fact. We need much more stability with our leadership.  I understand that movement and turnaround is a natural part of the career path but our work unit has had [several] different [managers] in the last year and [several] different directors in the last year.  This makes the work environment seem shaky and unstable.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
515,190852-634544,Ergonomic desks and chairs.   To follow through with the results of an Ergo Assessment and provide the equipment needed or recommended after the assessment.    Remove some of the harsh overhead lights and allow desk lamps as staff complain of headaches,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
516,190993-159656,"In my day to day work… it is glaringly apparent that very few work units within the Public Service (or even the BCPSA) take the appropriate amount of time to train managers/supervisors to understand their roles and responsibilities in relation to HR workflows. This is not their fault, resources are not easy to find without experience, many holes in process alignment go without being addressed, inconsistent adherence to policy/procedure across business units causes expectations to be unclear for staff and management.  The overall online information architecture is outdated and unwieldy - new hires and managers start out hamstrung.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
517,191014-455450,"Improve Executive direction and decision making. Decisions are not make in a timely way - long waits for direction, feedback - and then change direction. Timelines are set, then cut without notice. It's difficult to know where the goalposts are as they continually move - makes it difficult to be effective and efficient. ",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
518,191493-814278,"I strongly suggest that Executive engage more with actual employees.  So many of the 'working groups' that decide things are the same few people, time and time again. It's obvious and predictable. ",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
519,191561-499636,"The computers are very outdated.  They are constantly breaking, not connecting to the internet, and freezing.  We need new computers if we are to be able to continue our jobs.  Similarly, our office furniture and surroundings are in desperate need of updating.  We all sit on broken chairs with desks that don't lock and in offices that are too hot or too cold.  It is embarrassing to invite ministry clients to our offices.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
520,191634-881958,"The organization could focus on correcting issues around lack of professionalism. When these behaviors are not fixed, a precedent is set for new employees. Examples include under performance, tardiness and attitude.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
521,191648-581800,"There are too many silos and too many programs or projects that do not leverage the knowledge and skills embedded throughout the PSA. I would love to see more collaboration across business lines and a greater commitment to understanding how specific issues, programs or projects fit with (and impact) the bigger picture. Recognition of another business line's expertise can significantly impact the engagement of the employees in that line of business.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
522,192206-748630,"""Less Executive micro-managing, empower employees to deliver on their objectives. The current result is that there is no ability to innovate, because everything is being done to meet overly specific demands of Executive.  If Executive put trust in their employees to put action to the solutions, more creativity, more innovation and the deliver on the best interests of the citizens of BC. """,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
523,192929-584848,I would like to see more serious focus from supervisors on growth and development in order to gain the skills to be successful in a variety of other HR areas of the Public Service Agency.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
524,193654-184412,"I think changing the perception (real and perceived) that Leadership (all levels) are not approachable, willing to change themselves, or lead change.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
525,193845-982200,Update computer equipment and provide better privacy in the office. Shared workspaces do not work well for client confidentiality.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
526,193883-148108,"""…More money should be put into the environments we work in, there has been a moratorium in ability to purchase new furniture for many year unless a medical requirement - this provides an unpleasant work environment for many as we are stuck with surroundings in bad shape ie: chairs, desk, etc. which makes for an unpleasant work environment.  We also underutilize a lot of our current space - some Ministries are holding onto large areas of unused space where other Ministries are struggling to cram more in through densification…""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
527,193992-475560,"Stronger focus on vision, mission, and goals so employees in the Agency feel they are working towards the same thing, together. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
528,194273-254500,There is not a lot of opportunity for growth within [my work unit] and I feel that is why we have such a high turnover of staff. If there were opportunities to move to a [higher classification] then I feel more staff would stay.,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
529,194700-798084,"""Communications for new initiatives to be well thought out, and delivered further in advance of change…”",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
530,194795-204916,…Communication. We have a lot of meetings and emails go out every single day...yet no one is properly informed. I feel like the lack of structure to said meetings is disrespectful to our time and defeats the purpose (to communicate important issues). Big news of promotions or structural changes are heard through the grape vine instead of emails or directly from the mouths of our supervisors and directors. If you are wanting buy-in from your staff you need to keep them in the loop not only with the changes but the reasoning behind them. Open and transparent communication is vital and necessary.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
531,194804-835498,"""Overall my organization is fantastic and I really enjoy working for them. It's a really great group and we work well together. The biggest issue is space, resources, and heat. Ergo assessment done months ago and recommendations sent, but nothing has really come out of that. A lot of my colleagues are sitting in really unsuitable chairs. Heat is also a frequent problem. As is lack of desk space…""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
532,195012-367758,"""… Ensure Team Leads understand the day to day workload for each position that they are supervising so they can better assess outcomes.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
533,195018-607290,"Training. There should be more interactive and hands-on  training rather than just watching a video. Everyone has a different learning style, so there should be multiple options to learn new skills. ",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
534,195024-982464,"Have clear ways of dealing with interpersonal team conflicts, and supervisors/managers willing to rapidly step in when they notice inappropriate behaviour. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
535,195034-070478,"""Less barriers for temporary auxiliary employees; some can be in T.A. status for months and miss integral opportunities for professional growth and networking, not to mention meeting coworkers in person for the first time...""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
536,172597-662900,Stop squeezing people and equipment into smaller spaces. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
537,172846-023402,Simplify processes. We are spending too much time and effort on things that do not result in any actual work done. Ensure that auxiliaries are able to give input and receive respect from the organization. Eg: none of our auxiliaries are able to participate in this survey as they are on lay-off at this time.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
538,173135-212146,"Action to address compensation inequities (especially relative compensation within the organization) to more appropriately reflect levels of responsibility and actual work demands. The organization seems to have established too 'flat' a compensation framework whereby positions of less responsibility are compensated comparatively higher, while positions of clearly much higher responsibility are compensated less than, equal to, or only marginally higher than the lower levels of responsibility. There are serious inequities which can only serve to undermine the organization over time.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
539,173514-195894,A Vision that pulls together all of the various work areas and articulates what we are delivering for British Columbians.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
540,173525-454180,"“…Operational, administrative and approval processes are not documented but are expected to be adhered to. This model creates significant bottlenecks, frustration and confusion. An overhaul, perhaps with a third-party review of the operating model and processes, would yield significant benefit.”",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
541,174308-786730,"Clear direction regarding priorities related to the new government.  We have been given some broad principles, but no direction or details.   In many cases, we are still following the priorities of the last government",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
542,174667-966746,"Improve the salary for mid-managers in the organization as a means to recruit qualified and dedicated staff. Presently, many Union members being supervised by the mid-managers are making more, via OT, than the managers. The managers work more hours than 35 per week but do not receive compensation.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
543,174971-940468,"Provide more focus on the importance of [my division] in achieving Government's and my ministry's objectives, especially related to Indigenous Reconciliation.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
544,175140-136548,Do not fear approving out of province travel for training as much professional and technical training is only available out of province,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
545,175326-373014,"…We have poor quality, outdated hardware and software that results in significant loss of efficiency at work and increased frustration (stress). The organization feels [cheap] when it comes to replacing stuff that doesn't work… Tools and environment should make work efficient, not cause us to slow down and add stress to our work day. My one suggestion for the organization to improve the work environment, is to buy the tools we need, of at least the same quality as other ministries, and to stop the disparity between regional offices and headquarters.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
546,175373-169504,"Recognize that increased funding for projects and new initiatives and priorities require adequate staffing in regions to provide capacity to implement these projects. We can't just rely on partnerships and hiring consultants to do our work, especially because building relationships and maintaining partnerships, and managing contracts, carry significant workload. Particularly Planning and Conservation programs in regions are understaffed. New rangers are great, but we need to recognize that they need support and training from existing staff, and we are still a long way from providing number of staff needed to properly manage parks. I don't feel like Executive listens when staff repeatedly raise these concerns. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
547,175924-554234,"Provide a working budget early in the operating season, so that projects can be planned and executed effectively rather than providing the bulk of the budget towards the end of the year when most field projects can't get done. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
548,180706-612944,"First Nations engagement/consultation- coordinated with other work units to decrease load on FN communities and better link government projects, programs and issues.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
549,181196-144922,"""We need the IT tools to do our jobs effectively. There is not enough storage capacity, memory in the servers, laptops available, cables to run laptops. Too much time is spent worrying about IT capabilities to do our jobs…""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
550,181357-423260,Sustainable pace of work,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
551,181483-977246,"Simplify the approval processes for briefing notes and decision notes.  Too often a decision note goes through more than 4 or 5 levels of review with editorial changes along the way.  While the end result is an improved decision note, seldom does the actual recommendation change.  I think we need to question the value added by all the little tweaks along the way.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
552,185574-939966,"Hire new staff more quickly so that staff members are not overworked. Also, when staff are acting in positions, their base position should be filled. A staff member should not be responsible for completing the work of 2 positions. Staff will burn out if this practice continues.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
553,185588-097240,"""Clearly articulate vision, mission and goals with respect to what we as a division will be focusing on for next 1-3 years. And, most importantly, make a decision with respect to what will no longer be doing and reallocate those resources to improve capacity in our priority areas.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
554,185992-581684,"We need faster and more reliable systems and network connections, especially when it comes to GIS and data analysis.   I also do not like the LWS office design, I find it less collaborative because it's high density and we have to keep conversations to a minimum, meeting rooms are often fully booked, and it's hard to find where the mobile workers are. The A/V equipment in the meeting rooms are flakey too because there aren't enough adaptors or equipment goes missing.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
555,186640-543518,Workload management! Workload increases every year with more being deferred or sidelined as a result - there is only so much time available. A project management approach to scoping and monitoring work may help. Best to scope out projects/work commitments and staff availability/expertise before committing to the work.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
556,187704-248082,Listen to staff recommendations and comments. Pay attention when frustration in staff feeling ineffective becomes evident. Organization has a very high level of turnover and the issues underlying the turnover needs to be addressed if the organization is going to be effective.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
557,188212-634298,Providing all middle managers opportunities to grow and develop through TA's and new assignments. Appears that these opportunities are provided to a select few and not made available equitably.,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
558,188380-016526,"""There is an almost total lack of communication from Executive about what we are doing as an organization, what our colleagues in the organization are working on, what is expected of my work unit, how my unit's work and my own work fit into the bigger picture, and a [total] lack of communication on decisions that are made which directly affect my work. Most often I find out about higher level decisions on my files from [other staff or stakeholders] rather than from my own Executive. It’s embarrassing, frustrating, inefficient and, crucially, easily fixed!""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
559,188454-483984,I would like to see staffing levels increase.  The pressures and expectations regarding environmental management continue to increase while staff numbers are still too low to truly be effective in delivering on our mandate.  ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
560,188483-240088,"Ensure that job classifications are fair.  It appears that staff in Victoria have higher classifications when the work they do is similar or less demanding then what is done in Districts/Regions.  Also, staff in Victoria seem to get hand selected for jobs whereas staff in Districts/Regions must compete.  Often jobs become available in Victoria and are filled before staff in Districts/Regions even find out about the opportunities",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
561,189046-425672,"Generally, we need a greater vision for the ministry. We are about to double our population in 10 years. The impact on environment will be huge… I feel the vision we currently have is based on traditional ways. Not that this is 'bad' but it is not effective for the larger population base we will have over 10 years. We need an update…",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
562,189226-151322,Trust,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
563,190086-528528,At the Executive Director level there is an urgent need for more honesty and communication,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
564,190216-473564,"The extended health coverage for dental and prescription drugs is very good. However, the coverage for massage therapy is terrible. Most desk-bound employees would benefit from a more comprehensive benefits package better covering massage therapy.  In addition, the cost of living in large cities has increased much faster than salaries. Many people in a single-income household are having a difficult time making ends meet. Perhaps its time to revisit the cost of living adjustment to our salaries.",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
565,190414-103958,"Have conversations with the people who monopolize the privacy rooms for what seems to be all day long, seemingly day after day.  The privacy rooms are not 'first come, first serve private offices.'  Their usefulness depends on all staff respecting the rooms as 'use when you really need the privacy,' which is surely not all day every day.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
566,190835-543652,Planning their work better to take into account the approval processes time. This will assist in lessening the workload stress. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
567,191368-209786,"More courses and training for staff, including auxiliaries.",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
568,191607-346632,Increase meaningful communication between layers of the organization and across the organization.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
569,191807-689866,The switch to Great Western Life as the provider for extended health should be reviewed. Blue Cross coverage was much better for myself and my family.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
570,192285-420990,"Increased travel per diems, current amounts make it very difficult to eat without paying out of pocket. ",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
571,192347-816310,Executive communication and leadership.  ,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
572,192729-105972,"""Work effectively across Ministries. Environmental decisions are shared across many ministries…and they don't always coordinate. More importantly, they seem to be isolating their work and roles from one another, while staff should be encouraged to work collaboratively across ministries.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
573,192918-326562,Clearer understanding of government's commitment and strategy to reach climate targets.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
574,193268-961132,Workload is increasing but the resources/staff are not.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
575,193543-364898,More administrative support would allow me to focus on my particular responsibilities.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
576,193688-094912,"Technical training on improving and fundamental elements of our work should be provided and the budget for training substantially increased. We regulate individuals who have a high degree of technical knowledge. If we ourselves continue to fall behind in our technical training, we cannot be expected to adequately regulate professionals who surpass us in their technical knowledge. The training gap between us and industry professionals must be reduced.",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
577,193806-239094,"""Our organization lacks a unified vision with a plan to achieve it. Day to day work is fine, but there is no forward-moving path or goal(s) to achieve...""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
578,193943-101872,"""More opportunities for people to advance in their careers that doesn't necessarily involve management. The salary structure means that you have to move to management or higher to earn more money and grow in your career but not everyone is good at management. It would be so great if there were other opportunities to grow in your public service career (both professionally and financially in terms of compensation) below the management level. I find the current set up forces people into management and neglects to compensate people who do stellar work at more junior level.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
579,193966-974864,"""… CAS is a hierarchical top-down organization, with Executive clearly in control of the work and how it gets done. It is hard for ideas to flow upwards and little authority or responsibility at staff level. I am sure this is to some degree the political and ever changing nature of the file but perhaps more can be done to empower/ inspire staff to take ownership. It has been a busy time for climate but Executive appears more concerned about the tasks that need doing rather than the people doing them.""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
580,193971-857976,"""The set-up at the [new building] is not working for most people. There might be individuals whose productivity has changed only slightly, but for most people it has caused noticeable decline in productivity. All the small things add up: finding a work station in the morning, setting up, trips to the locker, trips to a quiet room for every call, and most significantly, the sardine-like composition of mobile worker units, with absolutely no separation between workers or the walkway, which means every movement or conversation becomes a shared experience. Please make more mobile spaces intersperse the existing ones so mobile workers can concentrate and have a bit of privacy.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
581,193978-368792,Our work loads are not manageable; we either need less work or more staff. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
582,194193-361362,Better communicating strategic direction to staff to minimize inefficiencies in producing analysis.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
583,194198-380116,"As in every unit in Public Service the highly hierarchical nature of decision making makes it prone to have many inefficiencies. Certain decisions could certainly be decentralized. There are highly qualified people not in Executive positions that could/would be happy to take on these roles. In order to increase resilience and the adaptive capacity of our organization, 'real' efforts to decentralize certain processes, I believe, would be very welcomed.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
584,194671-092486,"Benefits, such as chiropractic, physiotherapy and massage are not comparable to other government agencies or private sectors. These are important things in stress relief and preventative maintenance. With the current coverage of these, people are likely to not use these services which can result in fewer sick days and better physical and mental health. I would be happy to pay a bit more to have these covered in my benefits. Consider the same plan than interior health uses.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
585,194713-412790,"""ED leadership needs to be re-evaluated if staff turnover is expected to decrease…”",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
586,194972-489010,"Review pay rates and make them much more comparable to industry standards. Salaries are significantly lower at BC Public Service than in comparable jobs and while I enjoy this organization, if a similar job were to come along with a higher rate of pay, I may seriously consider taking it.",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
587,194983-069086,A well defined mission and vision and a clear roadmap to achieve it.   Better communication from the bottom down on strategic initiatives and how to achieve goals on time.   ,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
588,175388-768334,Work life balance,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
589,175693-691550,"Increased integration between teams/work units within the office to strengthen relationships, improve understanding, and overall improve the EAs we conduct",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
590,176430-905820,"Provide clear direction on processes and procedures internally and externally so work can be conducted effectively, efficiently and successfully.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
591,180088-356708,"""Flatter organization that shares information so everyone can be the best in their job""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
592,180955-109088,Our space is less than ideal with construction and members of our staff do not feel safe in the area at times.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
593,187080-294882,"""First and foremost increase pay. I am barely able to make ends meet [in my situation] on the wages paid. They do not adequately meet inflation…""",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
594,188347-733730,Better computers!,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
595,189983-304966,"""Consistency in approach to employees/teams related to opportunities internally and externally…""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
596,190083-951330,EAO could benefit from a more developed employee development program and stronger support from supervisors for employee career development.,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
597,192444-529056,"""There should be more part-time opportunities for employees. It is very difficult to have career progression if you are only interested in part-time work...""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
598,192917-512710,Continue to consider how EA revitalization and revisions to the EA process can help EAO manage projects and staff workload more effectively.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
599,193463-336118,"Meaningful and engaging meetings that are fewer in number, but greater in content and relevance.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
600,193521-255252,"Make sure all employees have a functional, comfortable and useable work station when they arrive. Having to wait [a significant amount of time] for all components/equipment to make a functional workspace is not acceptable.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
601,193729-058796,A new physical location designed with a mix of shared collaborative spaces and private offices for sensitive conversations.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
602,194105-872272,"""I would work on streamlining our process and policies and the templates we use for reporting…”",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
603,194844-849888,"""…Managers work a lot of overtime hours and do not receive compensation/hours in lieu. This means that the level lower can actually be compensated higher in some circumstances. I believe this would need to be rectified in order to provide for upward moving opportunities in my organization.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
604,173557-601334,High volume work area where some workers are not as high in productivity needs assessments on how to improve their productivity so the main work load doesn't fall on a few but the whole team,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
605,174285-320664,Continue to increase development opportunities to grow our own talent pool in Finance and support their development through special projects or temporary assignments in other ministries or public agencies.,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
606,174681-259662,Hire cleaners who will actually clean the building. The current cleaning staff do not do much. The bathrooms are not very clean.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
607,175155-871020,"""The only part of the public service I am disappointed with is the wages, employee benefits and pension. I have worked for the public service for [many] years and there have been no raises or minimal raises. Also, I feel we should have better employee benefits (higher limits on dental and extended health and higher pension amounts upon retirement.""",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
608,175501-893762,"We are under staffed. Supervisors push to do more and work harder. Breaks and vacations are seen as a privilege, not a right of enjoyment. People feel guilty for taking them as it puts more work on othres",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
609,175829-062266,Make all staff accountable - same rules for all staff,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
