sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
645,DEPTID11_RESPONSES,DEPTID_REPSONSES,2011,,Exclude,Employee Info,,,Department ID Responses 2011 (provides response count for DEPTID11)
646,deptid11_aug30,NA,2011,,Exclude,Other,,,"Department ID 2011 (reflects reorganization as at Aug 30, 2011)"
647,GENDER11,GENDER,2011,,BC Stats Background,Employee Info,,,Gender 2011
648,LEVEL1_NAME_11,LEVEL1_NAME,2011,,BC Stats Background,Employee Info,,,Level 1 Name 2011 (contains title for Level 1 Report)
649,LEVEL1_ID_11,NA,2011,,Exclude,Other,,,Level 1 ID 2011 (unique Level 1 identifier - used by Richard)
650,LEVEL1_YN_11,NA,2011,,Exclude,Other,,,Level 1 Yes or No 2011 (indicates whether a report was generated or suppressed for a work unit)
651,LEVEL2_NAME_11,LEVEL2_NAME,2011,,BC Stats Background,Employee Info,,,Level 2 Name 2011 (contains title for Level 2 Report)
652,LEVEL2_ID_11,NA,2011,,Exclude,Other,,,Level 2 ID 2011 (unique Level 2 identifier - used by Richard)
653,LEVEL2_YN_11,NA,2011,,Exclude,Other,,,Level 2 Yes or No 2011 (indicates whether a report was generated or suppressed for a work unit)
654,LEVEL3_NAME_11,LEVEL3_NAME,2011,,Sensitive Info,Employee Info,,,Level 3 Name 2011 (contains title for Level 3 Report)
655,LEVEL3_ID_11,NA,2011,,Exclude,Other,,,Level 3 ID 2011 (unique Level 3 identifier - used by Richard)
656,LEVEL3_YN_11,NA,2011,,Exclude,Other,,,Level 3 Yes or No 2011 (indicates whether a report was generated or suppressed for a work unit)
657,LEVEL4_NAME_11,LEVEL4_NAME,2011,,Sensitive Info,Employee Info,,,Level 4 Name 2011 (contains title for Level 4 Report)
658,LEVEL4_ID_11,NA,2011,,Exclude,Other,,,Level 4 ID 2011 (unique Level 4 identifier - used by Richard)
659,LEVEL4_YN_11,NA,2011,,Exclude,Other,,,Level 4 Yes or No 2011 (indicates whether a report was generated or suppressed for a work unit)
660,LEVEL5_NAME_11,LEVEL5_NAME,2011,,Sensitive Info,Employee Info,,,Level 5 Name 2011 (contains title for Level 5 Report)
661,LEVEL5_ID_11,NA,2011,,Exclude,Other,,,Level 5 ID 2011 (unique Level 5 identifier - used by Richard)
662,LEVEL5_YN_11,NA,2011,,Exclude,Other,,,Level 5 Yes or No 2011 (indicates whether a report was generated or suppressed for a work unit)
663,ministry11_aug30,NA,2011,,Exclude,Other,,,"Ministry 2011 (Reflects reorganization as at Aug 30, 2011)"
664,ORGANIZATION11,ORGANIZATION,2011,,BC Stats Background,Employee Info,,,Organization 2011
665,org2011_aug30,NA,2011,,Exclude,Other,,,"Organization 2011 (reflects reorganization as at Aug 30, 2011)"
666,ORGID11,ORGID,2011,,Exclude,Employee Info,,,Organization ID 2011 (string abbreviation of ORGANIZATION11)
667,CURPOSNUM11,CURPOSNUM,2011,,Sensitive Info,Employee Info,,,"Position Number (reflects reorganization as at Aug 30, 2011) [re-named from pos_num11]"
668,PSAREGION11,PSAREGION,2011,,BC Stats Background,Employee Info,,,PSA Region 2011 (Calculated from BESTCITY11 - Note that in previous years this variable was based on WORKCITY)
669,REGHOURS11,REGHOURS,2011,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2011 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
670,SRVCDT11,SRVCDT,2011,,Sensitive Info,Employee Info,,,Service Date 2011 (first date in current benefit program)
671,SRVCYRS11,SRVCYRS,2011,,BC Stats Background,Employee Info,,,Service Years 2011 (Calculated from SRVCDT11)
672,SRVCYRSGRP11,SRVCYRSGRP,2011,,BC Stats Background,Employee Info,,,Service Year Group 2011 (Calculated from SRVCYRS11)
673,SUPERVISEES11,SUPERVISEES,2011,,BC Stats Background,Employee Info,,,Supervisees 2010: Provides a count of how many supervisees a supervisor is responsible for
674,UNIONSTATUS11,UNIONSTATUS,2011,,BC Stats Background,Employee Info,,,Union Status 2011 (formerly GROUPS11)
675,WESJOBCLASGRP11,WESJOBCLASGRP,2011,,BC Stats Background,Employee Info,,,WES Job Class Group 2011
87,day5_707,Q34,2007,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,day5_7 2007: [NON-MODEL] I have support at work to balance my work and personal life.
225,day6_608,Q34,2008,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,day6_6 2008: [NON-MODEL] I have support at work to balance my work and personal life.
368,day6_609,Q34,2009,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,day6_6 2009: [NON-MODEL] I have support at work to balance my work and personal life.
531,day6_610,Q34,2010,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,day6_6 2010: [NON-MODEL] I have support at work to balance my work and personal life.
706,day6_611,Q34,2011,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,day6_6 2011: [NON-MODEL] I have support at work to balance my work and personal life.
894,Q7567_06_13,Q34,2013,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,I have support at work to balance my work and personal life.
682,day2_211,NA,2011,Q5335_06,Exclude,Outdated Survey Question/Calc,,,day2_2 2011: [NON-MODEL] I am encouraged to be innovative in my work.
1041,Q7567_06_15,Q34,2015,Q7567_06,Raw Survey Question,My Day-to-Day Work,,,I have support at work to balance my work and personal life.
1195,Q7567_06_18,Q34,2018,Q7567_06,Raw Survey Question,My Day-to-Day Work,,94,I have support at work to balance my work and personal life.
1196,Q1287_18_18,Q35,2018,Q1287_18,Raw Survey Question,My Day-to-Day Work,,,I am proud to tell others about the type of work I do.
1197,Q4702_18_18,Q36,2018,Q4702_18,Raw Survey Question,My Day-to-Day Work,,,I find my work inspiring.
1198,Q3693_18_18,Q37,2018,Q3693_18,Raw Survey Question,My Day-to-Day Work,,,It is important to me that the BC Public Service has giving and volunteer programs.
1199,Q4576_18_18,Q38,2018,Q4576_18,Raw Survey Question,My Day-to-Day Work,,,"In general, I am well-informed about the BC Public Service's giving and volunteer programs."
88,phy1_107,Q39,2007,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,phy1_1 2007: [PHYSICAL ENVIRONMENT & TOOLS B] My physical work environment is satisfactory.
226,phy1_108,Q39,2008,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,phy1_1 2008: [PHYSICAL ENVIRONMENT & TOOLS B] My physical work environment is satisfactory.
369,phy1_109,Q39,2009,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,phy1_1 2009: [PHYSICAL ENVIRONMENT & TOOLS B] My physical work environment is satisfactory.
532,phy1_110,Q39,2010,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,phy1_1 2010: [PHYSICAL ENVIRONMENT & TOOLS R] My physical work environment is satisfactory.
707,phy1_111,Q39,2011,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,phy1_1 2011: [PHYSICAL ENVIRONMENT & TOOLS R] My physical work environment is satisfactory.
895,Q9517_06_13,Q39,2013,Q9517_06,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,My physical work environment is satisfactory.
1042,Q7644_15_15,Q39,2015,Q7644_15,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"My physical work environment (e.g., sound level, lighting, heat, ergonomics, etc.) enables me to work well."
1200,Q7644_15_18,Q39,2018,Q7644_15,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,"102, 104","My physical work environment (e.g., sound level, lighting, heat, ergonomics, etc.) enables me to work well."
697,day5_311,NA,2011,Q8072_04,Exclude,Outdated Survey Question/Calc,,,day5_3 2011: [NON-MODEL] I am proud of the work I do.
698,day5_411,NA,2011,Q1657_08,Exclude,Outdated Survey Question/Calc,,,day5_4 2011: [NON-MODEL] My workplace procedures allow me to use my time as effectively as possible.
699,day5_511,NA,2011,Q1042_11,Exclude,Outdated Survey Question/Calc,,,"day5_5 2011: [NON-MODEL] I regularly participate in activities that are not necessarily expected of me, to help my organization succeed."
700,day5_611,NA,2011,,Exclude,Outdated Survey Question/Calc,,,day5_6 2011: [NON-MODEL] The work I do gives citizens good value for their tax dollars.
1043,Q8036_15_15,Q40,2015,Q8036_15,Raw Survey Question,My Physical Enviornment and Tools,,,The necessary processes and procedures are in place to ensure my safety at work
1201,Q8036_15_18,Q40,2018,Q8036_15,Raw Survey Question,My Physical Enviornment and Tools,,101,The necessary processes and procedures are in place to ensure my safety at work.
711,phy1_511,Q41,2011,Q4332_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"phy1_5 2011: [WORKPLACE TOOLS M] The computer based tools (e.g., hardware, software) I have access to help me excel in my job."
898,Q4332_11_13,Q41,2013,Q4332_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"The computer based tools (e.g., hardware, software) I have access to help me excel in my job."
1044,Q4332_11_15,Q41,2015,Q4332_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"The computer based tools (e.g., hardware, software) I have access to help me excel in my job."
1202,Q4332_11_18,Q41,2018,Q4332_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,"105, 106","The computer based tools (e.g., hardware, software) I have access to help me excel in my job."
712,phy1_611,Q42,2011,Q5113_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"phy1_6 2011: [WORKPLACE TOOLS M] The non-computer based tools (e.g., office or outdoor equipment) I have access to help me excel in my job."
708,phy1_211,NA,2011,Q3894_04,Exclude,Outdated Survey Question/Calc,,,phy1_2 2011: [NON-MODEL] The physical security of my workplace is satisfactory.
709,phy1_311,NA,2011,,Exclude,Outdated Survey Question/Calc,,,phy1_3 2011: [PHYSICAL ENVIRONMENT & TOOLS R] I have the tools I need to do my job well.
710,phy1_411,NA,2011,Q4725_06,Exclude,Outdated Survey Question/Calc,,,phy1_4 2011: [NON-MODEL] I have the information I need to do my job well.
899,Q5113_11_13,Q42,2013,Q5113_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"The non-computer based tools (e.g., office or outdoor equipment) I have access to help me excel in my job."
1045,Q5113_11_15,Q42,2015,Q5113_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,,"The non-computer based tools (e.g., office or outdoor equipment) I have access to help me excel in my job."
1203,Q5113_11_18,Q42,2018,Q5113_11,Raw Survey Question,My Physical Enviornment and Tools,Tools_Workspace,103,"The non-computer based tools (e.g., office or outdoor equipment) I have access to help me excel in my job."
92,perf1_107,Q43,2007,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_1 2007: [PROFESSIONAL DEVELOPMENT B] My organization supports my work related learning and development.
230,perf1_108,Q43,2008,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_1 2008: [PROFESSIONAL DEVELOPMENT B] My organization supports my work related learning and development.
373,perf1_109,Q43,2009,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_1 2009: [PROFESSIONAL DEVELOPMENT B] My organization supports my work related learning and development.
717,perf2_111,NA,2011,Q1092_11,Exclude,Outdated Survey Question/Calc,,,perf2_1 2011: [NON-MODEL] I receive the amount of feedback and support I need from the person I report to.
718,perf2_211,NA,2011,Q3591_11,Exclude,Outdated Survey Question/Calc,,,perf2_2 2011: [NON-MODEL] I receive the quality of feedback and support I need from the person I report to.
719,perf2_311,NA,2011,,Exclude,Outdated Survey Question/Calc,,,perf2_3 2011: [NON-MODEL] My EPDP helps me achieve my key work goals.
720,perf2_411,NA,2011,,Exclude,Outdated Survey Question/Calc,,,perf2_4 2011: [NON-MODEL] My EPDP helps me achieve my career goals.
536,perf1_110,Q43,2010,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_1 2010: [PROFESSIONAL DEVELOPMENT R] My organization supports my work related learning and development.
722,cow1_211,NA,2011,Q6887_04,Exclude,Outdated Survey Question/Calc,,,cow1_2 2011: [NON-MODEL] My ideas are respected by others in my work unit.
713,perf1_111,Q43,2011,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_1 2011: [PROFESSIONAL DEVELOPMENT B] My organization supports my work related learning and development.
900,Q3437_06_13,Q43,2013,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,My organization supports my work related learning and development.
1046,Q3437_06_15,Q43,2015,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,,My organization supports my work related learning and development.
1204,Q3437_06_18,Q43,2018,Q3437_06,Raw Survey Question,My Development and Performance,Professional_Development,13,My organization supports my work related learning and development.
93,perf1_207,Q44,2007,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_2 2007: [PROFESSIONAL DEVELOPMENT B] The quality of training and development I have received is satisfactory.
728,pers2_111,NA,2011,Q2785_04,Exclude,Outdated Survey Question/Calc,,,pers2_1 2011: [NON-MODEL] The person I report to is an effective manager.
231,perf1_208,Q44,2008,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_2 2008: [PROFESSIONAL DEVELOPMENT B] The quality of training and development I have received is satisfactory.
374,perf1_209,Q44,2009,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_2 2009: [PROFESSIONAL DEVELOPMENT B] The quality of training and development I have received is satisfactory.
537,perf1_210,Q44,2010,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_2 2010: [PROFESSIONAL DEVELOPMENT R] The quality of training and development I have received is satisfactory.
714,perf1_211,Q44,2011,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_2 2011: [PROFESSIONAL DEVELOPMENT B] The quality of training and development I have received is satisfactory.
733,exe1_311,NA,2011,Q7355_04,Exclude,Outdated Survey Question/Calc,,,exe1_3 2011: [EXECUTIVE LEVEL MANAGEMENT B] Executives in my organization provide clear direction for the future.
901,Q9183_04_13,Q44,2013,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,The quality of training and development I have received is satisfactory.
1047,Q9183_04_15,Q44,2015,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,,The quality of training and development I have received is satisfactory.
1205,Q9183_04_18,Q44,2018,Q9183_04,Raw Survey Question,My Development and Performance,Professional_Development,13,The quality of training and development I have received is satisfactory.
94,perf1_307,Q45,2007,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_3 2007: [PROFESSIONAL DEVELOPMENT B] I have adequate opportunities to develop my skills.
232,perf1_308,Q45,2008,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_3 2008: [PROFESSIONAL DEVELOPMENT B] I have adequate opportunities to develop my skills.
375,perf1_309,Q45,2009,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_3 2009: [PROFESSIONAL DEVELOPMENT B] I have adequate opportunities to develop my skills.
538,perf1_310,Q45,2010,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_3 2010: [PROFESSIONAL DEVELOPMENT R] I have adequate opportunities to develop my skills.
715,perf1_311,Q45,2011,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,perf1_3 2011: [PROFESSIONAL DEVELOPMENT B] I have adequate opportunities to develop my skills.
902,Q9292_04_13,Q45,2013,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,I have adequate opportunities to develop my skills.
1048,Q9292_04_15,Q45,2015,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,,I have adequate opportunities to develop my skills.
1206,Q9292_04_18,Q45,2018,Q9292_04,Raw Survey Question,My Development and Performance,Professional_Development,13,I have adequate opportunities to develop my skills.
95,perf1_407,Q46,2007,Q2592_06,Raw Survey Question,My Development and Performance,,,perf1_4 2007: [NON-MODEL] I have opportunities for career growth within the BC Public Service.
234,perf1_508,Q46,2008,Q2592_06,Raw Survey Question,My Development and Performance,,,perf1_5 2008: [NON-MODEL] I have opportunities for career growth within the BC Public Service.
377,perf1_509,Q46,2009,Q2592_06,Raw Survey Question,My Development and Performance,,,perf1_5 2009: [NON-MODEL] I have opportunities for career growth within the BC Public Service.
540,perf1_510,Q46,2010,Q2592_06,Raw Survey Question,My Development and Performance,,,perf1_5 2010: [NON-MODEL] I have opportunities for career growth within the BC Public Service.
749,COM2_1_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_1_11: Career and Professional Development
750,COM2_2_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_2_11: Recognition and Empowerment
751,COM2_3_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_3_11: Engagement and Workplace Culture
752,COM2_4_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_4_11: Compensation and Benefits
753,COM2_5_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,"com2_5_11: Physical Environment, Tools and Equipment"
754,COM2_6_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,"com2_6_11: Hiring, Promotion and Retention"
755,COM2_7_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_7_11: Stress and Workload
756,COM2_8_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_8_11: Supervisors
757,COM2_9_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,com2_9_11: Executives
758,COM2_10_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,"com2_10_11: Vision, Mission and Goals of the Organization"
759,COM3_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
760,COM4_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
761,COM5_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
762,COM6_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
763,COM7_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
764,COM8_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
765,COM9_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
766,COM10_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
767,COM11_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
768,COM12_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,
769,imp1_11,NA,2011,,Exclude,Other,,,imp1 2011: Last year’s Work Environment Survey results led to improvements in my current workplace
716,perf1_411,Q46,2011,Q2592_06,Raw Survey Question,My Development and Performance,,,perf1_4 2011: [NON-MODEL] I have opportunities for career growth within the BC Public Service.
771,sex1_11,NA,2011,,Exclude,Exclude - captured elsewhere,,,sex1 2011: Please indicate your sex. (Only respondents who didn't complete 2010 WES were asked this question)
772,abo1_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,"abo1 2011: Do you identify yourself as an Aboriginal person, that is, First Nations (North American Indian), Métis or Inuit?"
773,abo2_1_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,abo2_1 2011: Which of the following Aboriginal groups do you identify with? (Select all that apply)
774,abo2_2_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,abo2_2 2011: Which of the following Aboriginal groups do you identify with? (Select all that apply)
775,abo2_3_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,abo2_3 2011: Which of the following Aboriginal groups do you identify with? (Select all that apply)
776,abo2_4_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,abo2_4 2011: Which of the following Aboriginal groups do you identify with? (Select all that apply)
777,vis1_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,vis1_11 2011: Do you consider yourself to be a member of a visible minority group?
778,dis1_11,NA,2011,,Sensitive Info,Exclude - captured elsewhere,,,dis1_11 2011: Do you consider yourself to be a person with a disability?
779,Engagement_11,Engagement,2011,,Calculated from Raw,Engagement Model,,,"Engagement 2011 (Calculated from Commitment_11, Job_Satisfaction_11, Org_Satisfaction_11)"
780,Commitment_11,Commitment,2011,,Calculated from Raw,Engagement Model,Engagement,,"Commitment 2011 (Calculated from empw1_611, empw1_811)"
781,Job_Satisfaction_11,Job_Satisfaction,2011,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2011 (Calculated from empw1_111)
782,Org_Satisfaction_11,Org_Satisfaction,2011,,Calculated from Raw,Engagement Model,Engagement,,Organization Satisfaction 2011 (Calculated from empw1_411)
783,Empowerment_11,Empowerment,2011,,Calculated from Raw,Engagement Model,,,"Empowerment 2011 (Calculated from day1_411, day1_511, day2_311)"
784,Stress_Workload_11,Stress_Workload,2011,,Calculated from Raw,Engagement Model,,,"Stress & Workload 2011 (Calculated from day6_211, day6_311)"
785,Vision_Mission_Goals_11,Vision_Mission_Goals,2011,,Calculated from Raw,Engagement Model,,,"Vision, Mission & Goals 2011 (Calculated from org1_111, org1_211)"
786,Teamwork_11,Teamwork,2011,,Calculated from Raw,Engagement Model,,,"Teamwork 2011 (Calculated from cow1_111, cow1_311, cow1_411)"
787,Phys_Environment_Tools_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,"Physical Environment & Tools 2011 (Calculated from phy1_111, phy1_311)"
788,Recognition_11,Recognition,2011,,Calculated from Raw,Engagement Model,,,"Recognition 2011 (Calculated from day4_11, day4_211)"
789,Professional_Development_11,Professional_Development,2011,,Calculated from Raw,Engagement Model,,,"Professional Development 2011 (Calculated from perf1_111, perf1_211, perf1_311)"
790,Pay_Benefits_11,Pay_Benefits,2011,,Calculated from Raw,Engagement Model,,,"Pay & Benefits 2011 (Calculated from day4_311, day4_411)"
791,Staffing_Practices_11,Staffing_Practices,2011,,Calculated from Raw,Engagement Model,,,"Staffing Practices 2011 (Calculated from day3_411, day3_511)"
792,Respectful_Environment_11,Respectful_Environment,2011,,Calculated from Raw,Engagement Model,,,"Respectful Environment 2011 (Calculated from day1_111, day1_211, day1_311)"
793,Executive_Level_11,Executive_Level,2011,,Calculated from Raw,Engagement Model,,,"Executive Level 2011 (Calculated from exe1_111, exe1_311)"
794,Supervisory_Level_11,Supervisory_Level,2011,,Calculated from Raw,Engagement Model,,,"Supervisory Level 2011 (Calculated from pers1_111, pers1_211, pers1_311)"
795,Job_Suitability_11,Job_Suitability,2011,,Calculated from Raw,Engagement Model,,,"Job Suitability 2011 (Calculated from day5_111, day5_211)"
796,Workplace_Tools_11,Tools_Workspace,2011,,Calculated from Raw,Engagement Model,,,"Workplace Tools 2011 (Calculated from phy1_511, phy1_611)"
797,Satisfaction_Score_11,NA,2011,,Exclude,Outdated Survey Question/Calc,,,"Satisfaction 2011 (Calculated from Job_Satisfaction_11, Org_Satisfaction_11 - used for migration analysis)"
798,Engagement_Status_07_2007_2008_Comp,NA,2007,,Exclude,Outdated Survey Question/Calc,,,Engagement Status 2007 (Calculated from Engagement_07 - Used for 2007-2008 Migration Analysis)
799,Engagement_Status_08_2007_2008_Comp,NA,2008,,Exclude,Outdated Survey Question/Calc,,,Engagement Status 2008 (Calculated from Engagement_08 - Used for 2007-2008 Migration Analysis)
800,Engagement_State_08_2008_2009_Comp,NA,2008,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2008 (Calculated from Engagement_08 - Used for 2008-2009 Migration Analysis)
801,Engagement_State_09_2008_2009_Comp,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2009 (Calculated from Engagement_09 - Used for 2008-2009 Migration Analysis)
802,Engagement_State_09_2009_2010_Comp,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2009 (Calculated from Engagement_09 - Used for 2009-2010 Migration Analysis)
803,Engagement_State_10_2009_2010_Comp,NA,2010,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2010 (Calculated from Engagement_10 - Used for 2009-2010 Migration Analysis)
804,Engagement_State_10_2010_2011_Comp,NA,2010,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2010 (Calculated from Engagement_10 - Used for 2010-2011 Migration Analysis)
805,Engagement_State_11_2010_2011_Comp,NA,2011,,Exclude,Outdated Survey Question/Calc,,,Engagement State 2011 (Calculated from Engagement_11 - Used for 2010-2011 Migration Analysis)
806,Engagement_State_Changes_2008_2009,NA,2009,,Exclude,Outdated Survey Question/Calc,,,2008 to 2009 Engagement State Changes (Used for 2008-2009 Migration Analysis)
807,Engagement_State_Changes_2009_2010,NA,2010,,Exclude,Outdated Survey Question/Calc,,,2009 to 2010 Engagement State Changes (Used for 2009-2010 Migration Analysis)
808,Engagement_State_Changes_2010_2011,NA,2011,,Exclude,Outdated Survey Question/Calc,,,2010 to 2011 Engagement State Changes (Used for 2010-2011 Migration Analysis)
809,CombinedSex11,Sex,2011,,Exclude,Demographic,,,"sex (combined from sex11 & sex110, finalized ready to be used, taking into account those who didn't provide info in 2010 but did so in 2011)"
810,CombinedAbo11,aboriginal_status,2011,,Sensitive Info,Demographic,,,"aboriginal status (combined from abo1_11 & abo110, finalized ready to be used, taking into account those who didn't provide info in 2010 but did so in 2011)"
811,CombinedVis11,minority_status,2011,,Sensitive Info,Demographic,,,"visible minority status (combined from vis110 and Vis11, finalized ready to be used, taking into account those who didn't provide info in 2010 but did so in 2011)"
812,CombinedDis11,Disability_status,2011,,Sensitive Info,Demographic,,,"disability status (combined from dis110 and dis1_11, finalized ready to be used, taking into account those who didn't provide info in 2010 but did so in 2011)"
813,FILTER_PSA13,NA,2013,,Exclude,Other,,,Filter for PSA 2013 (identifies PSA and NON PSA population for 2013)
814,FRINGE_FLAG13,FRINGE_FLAG,2013,,BC Stats Background,Employee Info,,,Flag that indicates whether respondent is in a CORE (0) or FRINGE (1) organization
815,ORGID13,ORGID,2013,,Exclude,Employee Info,,,Organization ID 2013 (string abbreviation of ORGANIZATION13)
816,ORGANIZATION13,ORGANIZATION,2013,,BC Stats Background,Employee Info,,,"Organization 2013 (as of August 1, 2013)"
817,LEVEL1_NAME_13,LEVEL1_NAME,2013,,BC Stats Background,Employee Info,,,Level 1 Name 2013 (contains title for Level 1 Report)
818,LEVEL1_ID_13,NA,2013,,Exclude,Other,,,"Level 1 ID 2013 (unique Level 1 identifier - used by Richard, ""REF#"" in work unit reports)"
819,LEVEL1_YN_13,NA,2013,,Exclude,Other,,,Level 1 Yes or No 2013 (indicates whether a report was generated or suppressed for a work unit)
820,LEVEL2_NAME_13,LEVEL2_NAME,2013,,BC Stats Background,Employee Info,,,Level 2 Name 2013 (contains title for Level 1 Report)
821,LEVEL2_ID_13,NA,2013,,Exclude,Other,,,"Level 2 ID 2013 (unique Level 1 identifier - used by Richard, ""REF#"" in work unit reports)"
822,LEVEL2_YN_13,NA,2013,,Exclude,Other,,,Level 2 Yes or No 2013 (indicates whether a report was generated or suppressed for a work unit)
823,LEVEL3_NAME_13,LEVEL3_NAME,2013,,Sensitive Info,Employee Info,,,Level 3 Name 2013 (contains title for Level 1 Report)
824,LEVEL3_ID_13,NA,2013,,Exclude,Other,,,"Level 3 ID 2013 (unique Level 1 identifier - used by Richard, ""REF#"" in work unit reports)"
825,LEVEL3_YN_13,NA,2013,,Exclude,Other,,,Level 3 Yes or No 2013 (indicates whether a report was generated or suppressed for a work unit)
826,LEVEL4_NAME_13,LEVEL4_NAME,2013,,Sensitive Info,Employee Info,,,Level 4 Name 2013 (contains title for Level 1 Report)
827,LEVEL4_ID_13,NA,2013,,Exclude,Other,,,"Level 4 ID 2013 (unique Level 1 identifier - used by Richard, ""REF#"" in work unit reports)"
828,LEVEL4_YN_13,NA,2013,,Exclude,Other,,,Level 4 Yes or No 2013 (indicates whether a report was generated or suppressed for a work unit)
829,LEVEL5_NAME_13,LEVEL5_NAME,2013,,Sensitive Info,Employee Info,,,Level 5 Name 2013 (contains title for Level 1 Report)
830,LEVEL5_ID_13,NA,2013,,Exclude,Other,,,"Level 5 ID 2013 (unique Level 1 identifier - used by Richard, ""REF#"" in work unit reports)"
831,LEVEL5_YN_13,NA,2013,,Exclude,Other,,,Level 5 Yes or No 2013 (indicates whether a report was generated or suppressed for a work unit)
832,WU_NAME13,WU_NAME,2013,,Sensitive Info,Employee Info,,,Name associated with WU_NUM
